experiment,variant,controller_mode,mpc_model,nn_model,terrain,path,speed_mps,bumpiness,seed,run_dir,status,rc,wall_s,sim_s,rt_factor,diag_csv,collision_csv,shield_csv,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,p95_speed_mps,speed_ratio,mean_solve_ms,p99_solve_ms,progress_m,final_x_m,final_y_m,collisions,near_misses,min_clearance_m,intervention_rate_pct,mean_abs_dsteer,mean_abs_dthrottle,notes,extra_sim_diag_csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,0,950,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0000_sigma_inflate_clay_sinusoidal_v5_b0_s950,ok,0,14.71406602859497,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0000_sigma_inflate_clay_sinusoidal_v5_b0_s950/20260516_001533_924448_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0000_sigma_inflate_clay_sinusoidal_v5_b0_s950/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0000_sigma_inflate_clay_sinusoidal_v5_b0_s950/mppi_shield_log.csv,883,0.9816939876476062,2.790216,0.5247449818941504,3.139971309192201,4.410515,0.6279942618384402,6.6725141562853905,9.166199999999996,34.0017776047421,34.841735,-0.862193,0,1,0.13050000000000028,23.0,0.5835625,0.0645625,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0000_sigma_inflate_clay_sinusoidal_v5_b0_s950/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,0,951,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0001_sigma_inflate_clay_sinusoidal_v5_b0_s951,ok,0,14.562181234359741,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0001_sigma_inflate_clay_sinusoidal_v5_b0_s951/20260516_001548_486801_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0001_sigma_inflate_clay_sinusoidal_v5_b0_s951/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0001_sigma_inflate_clay_sinusoidal_v5_b0_s951/mppi_shield_log.csv,883,0.4234754373796316,0.852684,0.26621497768479774,2.0964118549511856,3.7985599999999993,0.41928237099023713,5.732095130237826,9.363399999999993,21.597332978643813,21.998247,-1.625258,1,1,-0.033800000000000274,40.2,1.3355384615384618,0.7300192307692307,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0001_sigma_inflate_clay_sinusoidal_v5_b0_s951/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,4,950,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0002_sigma_inflate_clay_sinusoidal_v5_b4_s950,ok,0,14.968080520629883,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0002_sigma_inflate_clay_sinusoidal_v5_b4_s950/20260516_001603_134592_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0002_sigma_inflate_clay_sinusoidal_v5_b4_s950/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0002_sigma_inflate_clay_sinusoidal_v5_b4_s950/mppi_shield_log.csv,919,1.4520108477567586,3.604087,0.8174152632978724,3.3306175531914888,4.524445,0.6661235106382978,5.602350380848749,8.306599999999992,35.55116168447408,36.44145,-0.09626,0,1,0.5054000000000001,25.4,0.6734571428571429,0.08305714285714286,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0002_sigma_inflate_clay_sinusoidal_v5_b4_s950/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,4,951,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0003_sigma_inflate_clay_sinusoidal_v5_b4_s951,ok,0,15.015532970428467,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0003_sigma_inflate_clay_sinusoidal_v5_b4_s951/20260516_001618_099663_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0003_sigma_inflate_clay_sinusoidal_v5_b4_s951/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0003_sigma_inflate_clay_sinusoidal_v5_b4_s951/mppi_shield_log.csv,904,0.5592168892415949,1.148771,0.352857618724559,2.065227408412483,3.77954,0.4130454816824966,5.672876106194691,7.9843000000000055,21.74629586727539,21.927007,-1.960053,0,1,0.004699999999999704,40.2,1.084153846153846,0.6262692307692307,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0003_sigma_inflate_clay_sinusoidal_v5_b4_s951/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,0,950,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0004_sigma_inflate_clay_sinusoidal_v7_b0_s950,ok,0,14.608809232711792,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0004_sigma_inflate_clay_sinusoidal_v7_b0_s950/20260516_001633_136313_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0004_sigma_inflate_clay_sinusoidal_v7_b0_s950/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0004_sigma_inflate_clay_sinusoidal_v7_b0_s950/mppi_shield_log.csv,912,1.1537640637842608,3.017001,0.6458939879194632,3.2211798657718123,4.41608,0.46016855225311604,5.229265350877193,7.818099999999996,34.65227834859303,35.454368,-0.791511,0,1,0.34870000000000023,30.3,0.46158536585365845,0.06756097560975609,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0004_sigma_inflate_clay_sinusoidal_v7_b0_s950/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,0,951,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0005_sigma_inflate_clay_sinusoidal_v7_b0_s951,ok,0,14.5110182762146,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0005_sigma_inflate_clay_sinusoidal_v7_b0_s951/20260516_001647_722550_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0005_sigma_inflate_clay_sinusoidal_v7_b0_s951/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0005_sigma_inflate_clay_sinusoidal_v7_b0_s951/mppi_shield_log.csv,888,0.3752031892189548,0.731682,0.2464805235457064,2.054939058171745,3.8485149999999995,0.29356272259596355,5.16447072072072,7.679899999999999,21.49948654052986,21.927343,-1.50731,0,1,0.03390000000000004,41.8,1.2224074074074072,0.6367962962962962,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0005_sigma_inflate_clay_sinusoidal_v7_b0_s951/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,4,950,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0006_sigma_inflate_clay_sinusoidal_v7_b4_s950,ok,0,14.965925216674805,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0006_sigma_inflate_clay_sinusoidal_v7_b4_s950/20260516_001702_296171_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0006_sigma_inflate_clay_sinusoidal_v7_b4_s950/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0006_sigma_inflate_clay_sinusoidal_v7_b4_s950/mppi_shield_log.csv,900,1.109675219860704,2.784041,0.667080246930423,3.3092111869031378,4.421279999999999,0.4727444552718768,5.361977777777779,7.7604,35.54627193311896,36.465262,-0.648333,0,1,0.11060000000000003,32.8,0.472840909090909,0.08424999999999999,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0006_sigma_inflate_clay_sinusoidal_v7_b4_s950/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,4,951,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0007_sigma_inflate_clay_sinusoidal_v7_b4_s951,ok,0,14.966866731643677,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0007_sigma_inflate_clay_sinusoidal_v7_b4_s951/20260516_001717_265480_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0007_sigma_inflate_clay_sinusoidal_v7_b4_s951/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0007_sigma_inflate_clay_sinusoidal_v7_b4_s951/mppi_shield_log.csv,889,0.6071647494747702,1.181771,0.37714510664819945,2.083232132963989,3.912625,0.29760459042342696,5.222249718785152,7.312400000000001,22.034350604445127,22.223184,-2.060562,1,1,-0.22140000000000004,41.8,1.3059444444444444,0.7036851851851852,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0007_sigma_inflate_clay_sinusoidal_v7_b4_s951/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,lane_change,5.0,0,950,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0008_sigma_inflate_clay_lane_change_v5_b0_s950,ok,0,14.655149459838867,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0008_sigma_inflate_clay_lane_change_v5_b0_s950/20260516_001732_287195_clay_lane_change_acados_rate_mlp/diag_clay_lane_change_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0008_sigma_inflate_clay_lane_change_v5_b0_s950/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0008_sigma_inflate_clay_lane_change_v5_b0_s950/mppi_shield_log.csv,810,0.42045490347325626,0.98786,0.2719750300751879,4.343784210526316,5.874439999999999,0.8687568421052632,6.057061728395061,9.515499999999998,44.61868530741498,45.501812,2.960505,0,3,0.022699999999999942,59.8,0.18917567567567567,0.03810810810810811,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0008_sigma_inflate_clay_lane_change_v5_b0_s950/sim_diag.csv
sigma_gate_ablation,sigma_inflate,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,lane_change,5.0,0,951,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0009_sigma_inflate_clay_lane_change_v5_b0_s951,ok,0,14.51204228401184,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0009_sigma_inflate_clay_lane_change_v5_b0_s951/20260516_001746_942542_clay_lane_change_acados_rate_mlp/diag_clay_lane_change_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0009_sigma_inflate_clay_lane_change_v5_b0_s951/collision_log.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0009_sigma_inflate_clay_lane_change_v5_b0_s951/mppi_shield_log.csv,753,2.253301163552078,4.328476,1.5003640836065575,3.941025573770492,4.3887100000000006,0.7882051147540984,6.351819389110226,9.688800000000002,40.95250693555491,40.085879,5.039621,0,2,0.08570000000000011,77.0,0.2806276595744681,0.05706382978723404,Canonical: sigma_phi inflates the obstacle clearance buffer.,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/sigma_gate_ablation_20260516_001532/raw/0009_sigma_inflate_clay_lane_change_v5_b0_s951/sim_diag.csv
