slip_ratio,slip_angle,velocity,vertical_load,steering_rate,bekker_Kphi,bekker_Kc,bekker_n,mohr_cohesion,mohr_friction,janosi_shear,Fx,Fy
0.5820466059512337,0.052493959620341236,1.0074004248332902,3450.887022763776,0.6171584309297589,692200,13200,0.5,4140,0.22689280275926285,0.01,-6792.255788940974,-302.12001126381324
2.5189764949156928,0.04711547619045773,1.0074004248332902,2986.4734048613795,0.6171584309297589,692200,13200,0.5,4140,0.22689280275926285,0.01,-3728.1232177326538,12.257077363782745
0.07529743505723974,0.028452892457339847,1.0074004248332902,5267.870286373776,0.6171584309297589,692200,13200,0.5,4140,0.22689280275926285,0.01,-7087.443199360573,-495.74641516597234
0.5584408218693095,0.016070228639249992,1.0074004248332902,3539.0033538156854,0.6171584309297589,692200,13200,0.5,4140,0.22689280275926285,0.01,-4599.743005098726,110.93946823597297
0.6847522074460985,0.027014473749806946,1.0473003157293521,1944.4610386518286,0.6145540351346791,692200,13200,0.5,4140,0.22689280275926285,0.01,-4478.209694857249,-147.52951173635162
2.544042292001128,0.02071113192602495,1.0473003157293521,4814.641806161873,0.6145540351346791,692200,13200,0.5,4140,0.22689280275926285,0.01,-4382.379735886773,38.38689869190607
0.07816946551137774,0.024567743513610227,1.0473003157293521,4696.636384044555,0.6145540351346791,692200,13200,0.5,4140,0.22689280275926285,0.01,-7264.618987801994,-480.4829071669182
0.570099206951299,0.011031285968685198,1.0473003157293521,2951.215838718985,0.6145540351346791,692200,13200,0.5,4140,0.22689280275926285,0.01,-4313.472604398506,106.99012549101747
0.6870220650730693,0.03332917333431982,1.0862621132338164,1653.7712588105453,0.6116800756286356,692200,13200,0.5,4140,0.22689280275926285,0.01,-4571.437931657389,-137.48967890881383
2.643468161330073,0.04965302554673035,1.0862621132338164,4204.561861618506,0.6116800756286356,692200,13200,0.5,4140,0.22689280275926285,0.01,-2680.547904808037,19.98183644462041
0.10512529595508145,0.007339051876306462,1.0862621132338164,3542.863593951692,0.6116800756286356,692200,13200,0.5,4140,0.22689280275926285,0.01,-5972.26996878232,-124.6114011003153
0.6048836304754543,0.01837943350867939,1.0862621132338164,3214.225485604714,0.6116800756286356,692200,13200,0.5,4140,0.22689280275926285,0.01,-5333.501778642362,101.4672423559413
0.7108176865394523,0.03194773211317822,1.1246741043506392,1220.5540410943186,0.6085378130251307,692200,13200,0.5,4140,0.22689280275926285,0.01,-4297.8383594101,-106.97705630455206
2.7656624922770883,0.05899664421409261,1.1246741043506392,4224.118196626372,0.6085378130251307,692200,13200,0.5,4140,0.22689280275926285,0.01,-1717.2648556745942,18.22618905823516
0.2045091345410979,-0.0043650496979562746,1.1246741043506392,3770.476247712413,0.6085378130251307,692200,13200,0.5,4140,0.22689280275926285,0.01,-6987.224152592335,-224.95285040693918
0.5621472974410835,0.034482963890949146,1.1246741043506392,2408.495463339935,0.6085378130251307,692200,13200,0.5,4140,0.22689280275926285,0.01,-4729.579820820951,39.827188703271325
0.7797780918027507,0.051224303960258885,1.1627882144988448,1223.0653441098189,0.6051286256244715,692200,13200,0.5,4140,0.22689280275926285,0.01,-6741.522085278052,-191.40679065681587
